Title,Author,Category,Publication Year,ISBN,Status,Student Name,Issue_Date,Returned_Date,Condition
A companion guide to the Royal Castle in Warsaw,Jerzy Lileyko,Technology,2006,8989295264,Issued,Student 93,26-04-2024,13-05-2024,Lost
The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,"Lerner, Harriet Goldhor",Technology,2008,6947304439,Available,,,,Good
"Kasparov Vs. Karpov, 1990 (Cadogan Chess Books)","Kasparov, Garry K.",Fantasy,1980,7777194242,Available,,,,Good
Wits and Sages,"Grauer, Neil A.",Science,2006,7770381816,Available,,,,Damaged
Training the Perfect Puppy: A New Owner's Guide,"Prisco, Andrew De and De Prisco, Andrew",History,2003,3965663196,Available,,,,To Be Replaced
Bubbles Ablaze,"Strohmeyer, Sarah",Fantasy,1997,9925949659,Available,,,,Lost
The Third Sister: A Continuation of Jane Austen's Sense and Sensibility,"Barrett, Julia",Biography,2022,9925293862,Issued,Student 28,28-03-2024,15-04-2024,Good
Sociology: A Down-To-Earth Approach,"Henslin, James M.",History,2009,8446676790,Issued,Student 181,16-03-2024,26-03-2024,Damaged
Breads: Step-by-Step Techniques,"Ed, Sunset",Biography,2018,8513724361,Issued,Student 32,10-06-2024,26-06-2024,To Be Replaced
"Death Benefit: A Lawyer Uncovers a 20-year Pattern of Seduction, Arson and Murder","Heilbroner, David and Keeney, Steven",Fantasy,1983,5412211686,Issued,Student 43,02-02-2024,19-02-2024,Damaged
Making War,"Lehman, John",Science,1988,7939798543,Issued,Student 132,04-01-2024,28-01-2024,Lost
Beyond Survival: New Directions for the Disarmament Movement,"Albert, Michael (EDT) and Dellinger, Dave (EDT)",Non-Fiction,2017,4173840107,Issued,Student 190,14-02-2024,23-02-2024,To Be Replaced
The Grand Tradition: British Art from Amherst College,"Trapp, Frank",History,1991,4702323796,Issued,Student 44,07-02-2024,27-02-2024,To Be Replaced
Surprise Party,"Katz, William",Technology,2006,8603671758,Available,,,,To Be Replaced
The Family Contract: A Blueprint for Successful Parenting,"Leftin, Howard I.",Biography,2020,1718476143,Issued,Student 28,13-06-2024,22-06-2024,Good
Real World Illustrator 8 (2nd Edition),"McClelland, Deke and McClelland, Daniel",Fiction,1990,7287896242,Issued,Student 155,01-05-2024,25-05-2024,Damaged
Machine Embroidery (The Potter Needlework Library),"Burgess, Linda (PHT), Carter, Clare, and Clare, Carter",Non-Fiction,2004,6970307272,Issued,Student 75,15-05-2024,12-06-2024,To Be Replaced
Dressed to Grill: Savvy Recipes for Girls Who Play with Fire,"Morgan, Diane, Brooks, Karen, Darmon, Reed, and Adams, Beth (ILT)",Science,2008,5105433614,Available,,,,Lost
Motherhood: The Second Oldest Profession,"Bombeck, Erma",Science,2007,6465734977,Issued,Student 137,26-01-2024,04-02-2024,Good
Shadow Money,"Effinger, George Alec",History,2009,4217320974,Available,,,,Lost
The Book of the Month: Sixty Years of Books in American Life,"Silverman, Al (EDT)",Biography,1991,9635366717,Available,,,,To Be Replaced
"The New Grove Second Viennese School: Schoenberg, Webern, Berg","Griffiths, Paul, Neighbour, Oliver, and Perle, George",History,1986,3255992861,Issued,Student 180,26-02-2024,21-03-2024,Damaged
F. Scott Fitzgerald (Literary Lives),"Mizener, Arthur",Non-Fiction,1982,9691727358,Available,,,,To Be Replaced
The Research Universities and Their Patrons,"Rosenzweig, Robert M.",Biography,1993,3740545127,Available,,,,Lost
Sams' Teach Yourself Upgrading and Fixing PCs in 24 Hours (Teach Yourself in 24 Hours Series),"Grimes, Galen",Non-Fiction,2004,5153944226,Available,,,,Damaged
8-Color Country Cross-Stitch,"Stevenson, Sarah",Science,1998,5020871331,Issued,Student 142,15-07-2024,29-07-2024,Lost
Living With Cannibals And Other Womens Adventures,"Slung, Michele and Lindbergh, Reeve (INT)",Technology,2000,2105252271,Available,,,,To Be Replaced
A Time of Our Choosing: America's War in Iraq,"Purdum, Todd S.",Fiction,2004,6963950489,Available,,,,Lost
Rewriting History,"Morris, Dick and McGann, Eileen",Non-Fiction,2008,5593031498,Available,,,,Lost
A journey through Oz: The business leaders road map to tracking information technology assets,"Jesse, Chris",Non-Fiction,2021,3113370001,Available,,,,To Be Replaced
Girls! Girls! Girls!:  Essays on Women and Music,"Cooper, Sarah (EDT)",History,1993,2112380464,Available,,,,Good
The Soul of Golf,"Hallberg, William",Fantasy,1996,8633175503,Available,,,,Good
Surviving Schizophrenia: A Family Manual,"Torrey, E. Fuller",Biography,2020,9752437379,Issued,Student 137,08-02-2024,02-03-2024,Damaged
Restoring Hope: Conversations on the Future of Black America,"West, Cornel and Sealey, Kelvin Shawn",Fantasy,1980,7402419515,Issued,Student 207,05-07-2024,30-07-2024,Damaged
Sidelines: Behind the Scenes of America's Favorite Sport,"Higgs, Ben",Non-Fiction,1980,8644311151,Available,,,,Good
"Love Awaits: African-American Women Talk about Sex, Love, and Life","Long, Courtney",Science,2001,8223429499,Issued,Student 29,10-06-2024,01-07-2024,Damaged
Italian Days,"Harrison, Barbara Grizzuti",Fantasy,2001,8587094479,Available,,,,To Be Replaced
A Romance of the Equator: The Best Fantasy Stories of Brian W. Aldiss,"Aldiss, Brian Wilson",Fiction,2004,3837831301,Issued,Student 200,28-01-2024,18-02-2024,To Be Replaced
China After Mao (Princeton Legacy Library),"Barnett, A. Doak (EDT)",History,1985,1813743830,Available,,,,Lost
Universal Foam: From Cappuccino to the Cosmos,"Perkowitz, Sidney",Biography,2017,6319253135,Issued,Student 33,18-05-2024,08-06-2024,Lost
The Leading Edge,"Boyne, Walter J.",Fantasy,2008,1070516000,Issued,Student 29,27-03-2024,22-04-2024,Lost
John Clancy's Christmas Cookbook,"Clancy, John",History,1987,7541749055,Available,,,,Damaged
Classics of Jewish Literature,"Lieberman, Leo and Beringause, Arthur F.",Non-Fiction,1984,9748322973,Available,,,,To Be Replaced
Star Attraction Bulletin Boards (Troll Teacher Ideas),"Rutmand, Shereen Gertel",Fiction,2010,3655887892,Available,,,,To Be Replaced
Vocabulary Development: Grade 6 (Basics First),Vicky Shiotsu,Non-Fiction,1980,4408903107,Issued,Student 88,31-05-2024,03-06-2024,Good
West With The Night,"Markham, Beryl",History,2018,1947351792,Available,,,,Damaged
Student Success Secrets (Barron's Educational Series),"Jensen, Eric and McPherson, Charles (ILT)",Technology,2023,7021581129,Available,,,,Damaged
Dragons Teeth,"Young, John Robert",Fantasy,1988,9785727315,Available,,,,Good
I Feel Great and You Will Too!: An Inspiring Journey of Success with Practical Tips on How to Score Big in Life,"Cosby, Bill (FRW), Croce, Pat, and Lyon, Bill",Fiction,1997,2783074271,Issued,Student 284,12-02-2024,27-02-2024,Damaged
How Is My Second Grader Doing In School? What to Expect and How to Help,"Raymer, Dottie, Jacobson, Jennifer, and Parent-Teacher Advisory Board (COR)",Fiction,1988,7925383538,Available,,,,Good
How to Get a Business Loan,"Mancuso, Joseph R.",Fiction,1980,1031026838,Available,,,,To Be Replaced
"Why Me?: Coping With Grief, Loss and Change","Krauss, Pesach",Fantasy,1998,8613098877,Available,,,,Damaged
The Snake-stone,"Doherty, Berlie",Biography,1997,7541608271,Issued,Student 123,14-02-2024,05-03-2024,Lost
Empowering Technology: Implementing a U.S. Strategy,"Branscomb, Lewis M. (EDT)",Fantasy,1991,8375312491,Available,,,,Good
The Runaway: A Novel,"Kay, Terry",Science,2006,9609562782,Available,,,,To Be Replaced
Remediating Reading Disabilities: Simple Things That Work,"Cook, Jimmie",Fantasy,1986,7953212502,Available,,,,Good
The White-Flower-Farm garden book,"Pettingill, Amos",Biography,2022,6188787377,Available,,,,To Be Replaced
Sky Woman Falling,"Mitchell, Kirk",Technology,1989,7332554920,Available,,,,Good
Art of the Gold Rush,"National Museum of American Art (U. S.) (COR), Driesbach, Janice Tolhurst, Jones, Harvey, Holland, Katherine Church, Oakland Museum (COR), and Crocker Art Museum (COR)",Fiction,1983,8064623490,Issued,Student 108,21-04-2024,30-04-2024,Lost
The Birdcage Book: Antique Birdcages for Contemporary Collector,"Garisto, Leslie",Technology,2009,1186047172,Available,,,,Good
The Argument Culture: Moving from Debate to Dialogue,"Tannen, Deborah",Non-Fiction,1981,1498495745,Available,,,,Lost
Lincoln and Slavery,"Burchard, Peter",Fantasy,2017,6695007725,Available,,,,To Be Replaced
"Biology: Evolution, Diversity...",Mader,Science,1994,4345673352,Issued,Student 117,26-01-2024,03-02-2024,Damaged
William Faulkner: First Encounters,"Brooks, Cleanth",Technology,1992,1947739357,Issued,Student 300,04-05-2024,06-05-2024,Lost
Feminism and Psychoanalytic Theory,"Chodorow, Nancy J.",Non-Fiction,2019,2954170921,Issued,Student 192,04-02-2024,19-02-2024,To Be Replaced
Moral Freedom: The Search for Virtue in a World of Choice,"Wolfe, Alan",Biography,2002,9484947955,Available,,,,To Be Replaced
Western Junior League Cookbook,"Seranne, Ann",Fiction,2016,5551169498,Available,,,,Lost
Charles: The untold story,"Benson, Ross",History,2006,2475647712,Issued,Student 81,12-06-2024,02-07-2024,Good
Better Homes and Gardens Household Hints and Tips,Better Homes and Gardens Books,Fantasy,1994,5666371719,Issued,Student 111,31-05-2024,16-06-2024,Good
Some Times in America,"Chancellor, Alexander",Fiction,2007,2059371626,Issued,Student 223,28-05-2024,05-06-2024,Lost
Christmas Treasures: Christmas Cookies,"Hale, Gloria (EDT)",Fantasy,1980,1189941491,Issued,Student 259,09-01-2024,23-01-2024,Good
The Perfect Christmas,"Magruder, Anne (EDT)",History,1986,7238188172,Available,,,,To Be Replaced
"Making Cents: Every Kid's Guide to Money : How to Make It, What to Do With It","Wilkinson, Elizabeth",Technology,1980,1936330742,Issued,Student 152,02-03-2024,23-03-2024,Damaged
Phonics 2: Sound Patterns : Preschool and K (Brighter Child),"American Education Publishing, American",History,2022,2309263254,Issued,Student 293,10-07-2024,29-07-2024,Lost
A Woman's Worth,"Williamson, Marianne",History,1988,2741009563,Issued,Student 238,29-06-2024,20-07-2024,Lost
100 Greatest Pitchers,"Kelley, Brent",Fiction,2004,5435473617,Issued,Student 139,27-06-2024,17-07-2024,To Be Replaced
WHAT YOUR 3RD GRADER NEEDS TO KNOW (Core Knowledge Series),"Hirsch, E. D. (EDT)",Technology,1993,9937651021,Issued,Student 29,11-05-2024,10-06-2024,Lost
Zucchini Pumpkins and Squash OP (Artful Kitchen),"Stang, Kathleen Desmond",Fiction,1987,6939746472,Issued,Student 21,03-04-2024,15-04-2024,To Be Replaced
Mac OS X Hacks: 100 Industrial-Strength Tips & Tricks,"Dornfest, Rael and Hemenway, Kevin",Fantasy,1984,4322481528,Available,,,,Damaged
Blast from the Past: A Novel (Kinky Friedman Novels),"Friedman, Kinky",Fantasy,1987,8082565991,Available,,,,Good
Gymnastics Balancing Acts,"Lessa, Christina",Technology,1994,6671348907,Issued,Student 258,23-06-2024,07-07-2024,Lost
Castaways of the Flying Dutchman,"Jacques, Brian and Schoenherr, Ian (ILT)",Fiction,2003,6777704180,Issued,Student 257,14-05-2024,10-06-2024,Lost
Beast,"Benchley, Peter",Biography,2014,6550233140,Issued,Student 34,18-02-2024,18-03-2024,Good
Star Bright: A Christmas Story,"Greeley, Andrew M.",Fiction,2005,4856648111,Issued,Student 40,28-01-2024,03-02-2024,To Be Replaced
Phonics Short Vowels,"Gregorich, Barbara",Biography,1989,3131715682,Available,,,,Lost
Creating Space without Adding on,"Jones, Jack P.",Fiction,1998,5001713266,Issued,Student 178,17-04-2024,02-05-2024,Good
Mapping the Next Millennium: The Discovery of New Geographies,"Hall, Stephen S.",Fiction,1998,1812009356,Available,,,,Good
Baby Science: How Babies Really Work!,"Douglas, Ann",Biography,2001,6696442664,Issued,Student 235,18-03-2024,06-04-2024,Damaged
Instant Decor (Decorating Made Easy),"Sheridan, Judy",Non-Fiction,1996,6268988303,Issued,Student 148,16-07-2024,13-08-2024,Good
How to Get Straight A's in School and Have Fun at the Same Time,"Green, Gordon W.",Science,1998,4969115197,Issued,Student 94,14-02-2024,12-03-2024,Damaged
American Family Treasury,Ideals Publications Inc,Biography,1989,1692583718,Available,,,,Good
"Breakthroughs (The Great War, Book 3)","Turtledove, Harry",Fantasy,1988,7188569596,Issued,Student 95,22-02-2024,11-03-2024,Lost
"The Widow of Larkspur Inn (The Gresham Chronicles, Book 1)","Blackwell, Lawana",Biography,2000,9495542235,Available,,,,Lost
Lincoln's Little War: How His Carefully Crafted Plans Went Astray,"Garrison, Webb B.",Fantasy,1990,7586946365,Available,,,,Damaged
Exploring Europe by Boat: A Practical Guide to Water Travel in Europe,"Rogers, Barbara Radcliffe and Rogers, Stillman",History,1989,9365690276,Issued,Student 80,02-01-2024,26-01-2024,Lost
"CCNA Routing and Switching Exam Cram, Second Edition (Exam: 640-507)","Waters, Jason T., Rees, Matthew J., and Coe, Jeffrey T.",Science,2021,8324857808,Issued,Student 149,12-07-2024,31-07-2024,Good
Celebrities and Their Angels,"Montandon, Pat",Technology,2016,9256181725,Issued,Student 58,06-07-2024,22-07-2024,Good
Lydia Cassatt Reading the Morning Paper,"Chessman, Harriet Scott",Biography,2015,5796946333,Available,,,,Damaged
Ohio Angels: A Novel,"Chessman, Harriet Scott",Technology,1994,7210405433,Available,,,,Good
Now What Can I Do?,"Sweet, Melissa (ILT) and Bridges, Margaret Park",Fantasy,2021,3261016130,Issued,Student 101,06-01-2024,09-01-2024,To Be Replaced
Heavenly Date and Other Flirtations,"McCall Smith, Alexander",Biography,2022,5112962480,Issued,Student 100,05-05-2024,16-05-2024,Damaged
Great grilling: Easy & elegant entertaining all year round,"Davis, Hillary",Fantasy,1983,6845729114,Available,,,,To Be Replaced
9 Innings With Cal Ripken Jr.,"Weaver, Earl and Rodriguiz, Alex",Science,2004,2601297604,Issued,Student 177,30-03-2024,09-04-2024,Good
A Woman's Book of Strength,"Andes, Karen",Fiction,1993,9558139653,Issued,Student 148,11-02-2024,08-03-2024,Lost
"The Ethnic Myth: Race, Ethnicity, and Class in America","Steinberg, Stephen",Biography,2006,1369702097,Available,,,,Lost
Anyway: The Paradoxical Commandments: Finding Personal Meaning in a Crazy World,"Keith, Kent M.",Technology,2013,9532546734,Available,,,,Good
Conversations About Bernstein,"Burton, William Westbrook (EDT)",History,1985,5323395110,Issued,Student 213,14-02-2024,03-03-2024,Damaged
"North Carolina Beaches: A Visit to National Seashores, State Parks, Ferries, Public Beaches, Wildlife Refuges, Historic Sites, Lighthouses, Boat Ramps and Docks, Museums, and","Morris, Glenn and Glenn, Morris",Fantasy,1988,1855804722,Issued,Student 149,21-05-2024,06-06-2024,Damaged
A Singular Devotion: 366 Portraits of Singles Who Have Changed the World,"Smith, Harold Ivan",Technology,2017,6600269620,Issued,Student 115,07-01-2024,02-02-2024,To Be Replaced
Secret Language of the Soul: A Visual Exploration of the Spiritual World,"Hope, Jane",Science,1999,3029548895,Issued,Student 214,15-02-2024,02-03-2024,Good
Mastering Graphics: Design and Production Made Easy,"White, Jan",Non-Fiction,1981,6485605386,Available,,,,Good
Panmunjom: Facts about the Korean DMZ,Wayne A Kirkbride,Science,2017,8240940498,Available,,,,To Be Replaced
Indispensable Cat,"Suares, Jean-Claude",Biography,2016,2114703737,Available,,,,Lost
Teach Yourself Cgi Programming With Perl 5 in a Week (Teach Yourself Series),"Herrmann, Eric",History,1988,2534958893,Available,,,,Lost
Zumikon Residence,"Gwathmey, Charles (EDT) and Gwathmey Siegel & Associates Architects (COR)",History,2020,2528941040,Issued,Student 150,15-05-2024,05-06-2024,Damaged
A Rendezvous With Death,"Boyd, Bill",Non-Fiction,2020,9995846146,Available,,,,Damaged
The egg-shaped thing,"Hodder-Williams, Christopher",Technology,2000,6588063032,Issued,Student 50,16-05-2024,04-06-2024,Lost
Wild Meat and the Bully Burgers (Harvest Book),"Yamanaka, Lois-Ann",Fiction,1988,7520493715,Issued,Student 249,15-04-2024,26-04-2024,Damaged
Word,"Felske, Coerte V. W.",Non-Fiction,1989,3162013062,Available,,,,Good
The Brown Parrots of Providencia,"Allen, Fergus",Biography,2013,4447056094,Issued,Student 236,20-01-2024,24-01-2024,Lost
Total Eclipse,"Hampton, Christopher",History,2002,2557220130,Issued,Student 268,14-07-2024,25-07-2024,Good
Mr. Whittier,"Vining, Elizabeth Gray",Science,1981,1509369768,Available,,,,Lost
The Bottom Line Is Murder (A Viking Novel of Mystery and Suspense),"Eversz, Robert",Biography,1994,2320394595,Available,,,,To Be Replaced
The Four Seasons Spa Cuisine,"Renggli, Seppi",History,1987,1333870589,Issued,Student 221,11-01-2024,18-01-2024,Lost
Terence Conran's do-it-yourself with style: [over thirty original designs for every room in your home],"Conran, Terence",Technology,2022,5549509559,Available,,,,Damaged
Infinite Vistas: New Tools for Astronomy,"Cornell, James (EDT) and Carr, John (EDT)",Fiction,1999,3867261857,Available,,,,Good
Harley Davidson Rolling Sculpture,"Mitchel, Doug",Non-Fiction,2017,4870516577,Available,,,,Good
Life Lines: Holding on (and Letting Go),"Church, F. Forrester",Fiction,1985,7784980390,Issued,Student 83,08-05-2024,02-06-2024,Good
The Elfreth Book of Letters,"Hodge, Susan Winslow (EDT)",Non-Fiction,2012,3449142215,Available,,,,To Be Replaced
Starting to Draw (Artist's Painting Library),"Blake, Wendon",Fiction,2013,2210565696,Available,,,,Damaged
The Story of the Bible,"Pingry, Patricia A.",Non-Fiction,2012,7333854872,Available,,,,Lost
"Arabs, Christians, Jews: They want peace now!","Hefley, James C.",Fiction,1991,8880157546,Issued,Student 218,24-02-2024,12-03-2024,Lost
At War with Ourselves: Why America Is Squandering Its Chance to Build a Better World,"Hirsh, Michael",Fiction,2000,5825891409,Available,,,,To Be Replaced
Nijinski,"Brighton, Catherine",History,2003,8321763524,Available,,,,Lost
Israel After Begin: Israel's Options in the Aftermath of the Lebanon War,"Gavron, Daniel",History,1987,6947589616,Issued,Student 160,24-06-2024,21-07-2024,Lost
Caring for Cats,"Morris, Andrew",Fantasy,2006,8968734873,Available,,,,To Be Replaced
A City on the River,"MacLeish, Roderick",Biography,2003,1770075995,Issued,Student 54,11-04-2024,26-04-2024,Damaged
"New World archaeology: theoretical and cultural transformations;: Readings from Scientific American,","Zubrow, Ezra B. W., etc., Fritz, Margaret C.",Biography,1985,1512036736,Issued,Student 206,26-06-2024,15-07-2024,To Be Replaced
Go for the Goal: Motivational Stories about Men of Achievement,"Partner, Daniel",Non-Fiction,1984,6150036816,Available,,,,Lost
The Illustrated Lark Rise to Candleford: A Trilogy by Flora Thompson,"Thompson, Flora and Shuckburgh, Julian",Fiction,1994,8894618608,Issued,Student 143,14-07-2024,06-08-2024,To Be Replaced
The Artist As Native: Reinventing Regionalism,"Gussow, Alan",Fantasy,1997,9346088084,Issued,Student 244,19-06-2024,09-07-2024,Good
Solving Patient Problems: Ambulatory Care (Clerkship Series),"Bowman, Marjorie A. (EDT) and Fisher, Judith A. (EDT)",Fantasy,1997,2952641348,Available,,,,Damaged
"Human evolution;: An introduction to man's adaptations,","Campbell, Bernard G",History,1994,1578138594,Available,,,,To Be Replaced
Dead Men Don't Marry,"Sucher, Dorothy",Technology,1984,6064177433,Issued,Student 79,18-03-2024,07-04-2024,Damaged
John Stanislaus Joyce: The Voluminous Life and Genius of James Joyce's Father,"Costello, Peter and Jackson, John Wyse",Technology,1984,3001548533,Issued,Student 255,05-05-2024,22-05-2024,Lost
To love a stranger,"Paul, Barbara",Science,2014,3347715190,Available,,,,To Be Replaced
The Second Shift,"Hochschild, Arlie Russell and Machung, Anne",History,2008,6911320527,Issued,Student 19,09-01-2024,15-01-2024,Lost
American Wine (No. 80782),"Meisel, Anthony C.",Technology,1999,5999961449,Issued,Student 69,20-03-2024,12-04-2024,To Be Replaced
Marlene: An Intimate Photographic Memoir,"Liberman, Alexander",Technology,1987,7312821876,Available,,,,Lost
Legacy of the Cat,"Stephens, Gloria and Yamazaki, Tetsu (PHT)",History,1996,9464825444,Issued,Student 146,23-03-2024,25-03-2024,Lost
Food--Your Miracle Medicine,"Carper, Jean",Fiction,1988,8889572098,Issued,Student 299,07-01-2024,01-02-2024,Good
Joe Morgan: A Life in Baseball,"Falkner, David and Morgan, Joe",History,1986,7133849777,Issued,Student 211,30-03-2024,01-04-2024,To Be Replaced
"The Age of Exuberance 1550-1700 (Making of Britain, 1066-1939)","Reed, Michael A.",Non-Fiction,1995,8078461848,Available,,,,Lost
Good Earth & Country Cooking,"Groff, Betty",Technology,1999,5786617777,Available,,,,Good
King of the Gypsies,"Maas, Peter",Science,1982,9003106855,Issued,Student 137,06-01-2024,29-01-2024,Good
Cross-country ski waxing and maintenance,"Williams, Wendy",Fiction,2000,6971296417,Available,,,,Damaged
Hot Hips and Fabulous Thighs: Look Great in Just 6 Weeks,"Darden, Ellington",Biography,2023,6179336797,Issued,Student 258,14-07-2024,05-08-2024,Damaged
Deserts: Miracle of Life,"Flegg, Jim",Fantasy,1999,2872567668,Issued,Student 39,17-05-2024,24-05-2024,To Be Replaced
"The Book Lover's Guide to Washington, D.C.","Phalen, Lane",Fiction,1999,9984890483,Available,,,,To Be Replaced
Hour of the Manatee (Tony Lowell Mysteries),"Ayres, E. C.",Science,1984,7575868324,Issued,Student 108,29-03-2024,24-04-2024,Damaged
Jim Coleman's Flavors,"Harrisson, John, Coleman, Jim, and Hagan, Candace",Technology,1999,6583066750,Issued,Student 103,16-04-2024,29-04-2024,Lost
"Homelands and Waterways: The American Journey of the Bond Family, 1846-1926","Alexander, Adele Logan",Fantasy,2009,3351762983,Available,,,,Good
"Wilson's Ghost: Reducing the Risk of Conflict, Killing, and Catastrophe in the 21st Century","McNamara, Robert S. and Blight, James G.",Fantasy,1991,7772490394,Available,,,,Damaged
Civil Wars: A Battle for Gay Marriage,"Moats, David",History,1997,3691907159,Available,,,,To Be Replaced
Jane Austen (Literary Lives Series),"Laski, Marghanita",Non-Fiction,1995,7164947890,Issued,Student 33,11-06-2024,18-06-2024,To Be Replaced
Better Homes and Gardens Annual Recipes 1998,"Bh, G",Technology,1998,3774732090,Issued,Student 121,13-04-2024,21-04-2024,To Be Replaced
This Side of Brightness,"McCann, Colum",Non-Fiction,1981,8847888035,Issued,Student 249,23-05-2024,06-06-2024,Good
Whitey & the Colt-Killer,"Rounds, Glen",Fiction,1992,5979406794,Available,,,,Good
"She Wins, You Win: The Most Important Rule Every Businesswoman Needs to Know","Evans, Gail",Technology,1997,4661549914,Issued,Student 11,15-01-2024,12-02-2024,To Be Replaced
Spirits in the Sky: Classic Aircraft of World War II,"Bowman, Martin W. and Bunce, Patrick (PHT)",Fantasy,1999,4724474441,Issued,Student 187,20-06-2024,12-07-2024,Damaged
Cat Catalog: The Ultimate Cat Book,#VALUE!,Technology,1988,2013789043,Available,,,,To Be Replaced
Transformative Adventures Vacations & Retreats: An International Directory of 300+ Host Organizations,"Benson, John",Technology,2017,6376474657,Available,,,,Good
"Cato Supreme Court Review, 2002-2003","Swanson, James L.",Fiction,2000,2816208531,Available,,,,Damaged
Stealing Home,"O'Connor, Philip F.",Non-Fiction,1997,7182499837,Issued,Student 29,05-05-2024,23-05-2024,To Be Replaced
Blade Dancer,"Viehl, S. L.",Fiction,2000,7638924354,Issued,Student 127,12-03-2024,10-04-2024,To Be Replaced
Humphrey Bogart,"Benchley, Nathaniel",History,2003,8822704697,Available,,,,Lost
"Joan Lunden's Healthy Living: A Practical, Inspirational Guide to Creating Balance in Your Life","Lunden, Joan and Morton, Laura",Fiction,2022,9824750522,Available,,,,Good
Group Dynamics (Psychology),"Forsyth, Donelson R.",History,1999,8304093560,Available,,,,To Be Replaced
Professional ASP XML,"Mohr, Stephen, Baartse, Mark (EDT), Hahn, Steven, Loesgen, Brian, Blair, Richard, Homer, Alex, Haines, Corey, Dalvi, Dinar, Slater, John, Zucca, Mario, Bolognese, Luca, Williams, Kevin, and Kropog, Bill",Technology,2008,2668470325,Issued,Student 131,18-03-2024,21-03-2024,Lost
Here and Nowhere Else : Late Seasons of a Farm and Its Family (Concord Library Book),"Brox, Jane",Science,1993,8062770940,Available,,,,Good
Vital statistics,"Chastain, Thomas",Technology,2011,8907736885,Issued,Student 52,11-02-2024,05-03-2024,Damaged
Wallace,"Reese, Peter",Fiction,2002,6698426649,Available,,,,Lost
Pulling Weeds Planting Seeds: Growing Character in Your Life and Family,"Rainey, Dennis",Biography,2021,3753498424,Available,,,,Lost
Tabloid Dreams: Stories,"Butler, Robert Olen",Biography,1999,1353183979,Available,,,,Lost
Mickey Mantle Memorabilia (Sports Collectors Digest) The #1 Guide to #7's Memorabilia,"Hines, Rick, Larson, Mark K., and Platta, Dave",Biography,2021,4277758858,Issued,Student 164,25-04-2024,11-05-2024,Lost
Blueprint for the Environment: A Plan for Federal Action,#VALUE!,Science,1991,8845911427,Issued,Student 102,22-01-2024,05-02-2024,Lost
The Little Secret That Can Change Your Life,"Davis, Joann",History,2004,1964164911,Available,,,,Good
Cranmer,"Knickmeyer, Steve",Fantasy,2020,2986099771,Issued,Student 87,13-01-2024,26-01-2024,Damaged
Killobyte,"Anthony, Piers",Fantasy,1996,1641029050,Issued,Student 88,25-05-2024,29-05-2024,To Be Replaced
Principles and Practice of Psychopharmacotherapy,"Janicak, Philip G., Davis, John M., Preskorn, Sheldon H., M.D., and Ayd, Frank J., Jr.",Fantasy,2007,9281920454,Issued,Student 61,27-02-2024,21-03-2024,To Be Replaced
Photography For Dummies (For Dummies (Computer/Tech)),"Hart, Russell and Richards, Dan",Technology,1997,7417403386,Available,,,,Damaged
Opening Financial Markets: Banking Politics on the Pacific Rim (Cornell Studies in Political Economy),"Pauly, Louis W.",Fantasy,1993,3908503113,Issued,Student 93,14-04-2024,10-05-2024,Good
Talking To Angels: A Life Spent in High Latitudes,"Perkins, Robert",Science,1996,6361484825,Issued,Student 44,03-01-2024,19-01-2024,To Be Replaced
